"","Company","SpecificBeanOrigin_BarName","REF","Review_Date","Cocoa_Percent","Company_Location","Rating","Bean_Type","Broad.Bean_Origin","bean_type_simplified"
"231","Confluence","Tien Giang, 2015, batch 10-2-16",1916,2016,"78%","U.S.A.",2.75,"Trinitario","Vietnam","Trinitario"
"232","Coppeneur","Ecuador, Puristique",1169,2013,"65%","Germany",3.25,"Forastero","Ecuador","Forastero"
"233","Coppeneur","Ghana Puristique",813,2012,"85%","Germany",3.5,"Forastero","Ghana","Forastero"
"234","Coppeneur","Uba Budo",821,2012,"72%","Germany",3.75,"Forastero","Sao Tome & Principe","Forastero"
"235","Coppeneur","Madagascar",959,2012,"70%","Germany",3.5,"Trinitario","Madagascar","Trinitario"
"236","Coppeneur","Grenada",470,2010,"72%","Germany",3.25,"Trinitario","Grenada","Trinitario"
"237","Coppeneur","Chuao",478,2010,"70%","Germany",3,"Trinitario","Venezuela","Trinitario"
"238","Coppeneur","Los Rios, H. Iara",558,2010,"72%","Germany",2.5,"Nacional","Ecuador","Nacional"
"239","Coppeneur","Trinidad",558,2010,"72%","Germany",3,"Trinitario","Trinidad","Trinitario"
"240","Coppeneur","Jamaica",558,2010,"72%","Germany",3.25,"Trinitario","Jamaica","Trinitario"
"241","Coppeneur","Ocumare 61",558,2010,"72%","Germany",3.25,"Criollo","Venezuela","Criollo"
"242","Coppeneur","Porcelana, Apotequil",341,2009,"72%","Germany",3,"Criollo","Peru","Criollo"
"243","Coppeneur","Porcelana, Apotequil",445,2009,"62%","Germany",3.25,"Criollo","Peru","Criollo"
"244","Coppeneur","Chuao 100hr",451,2009,"70%","Germany",3.5,"Criollo","Venezuela","Criollo"
"245","Coppeneur","Chuao 70hr",451,2009,"70%","Germany",3.75,"Criollo","Venezuela","Criollo"
"246","Coppeneur","Porcelana, Tabasco, Mexico",220,2008,"72%","Germany",3,"Criollo","Mexico","Criollo"
"247","Coppeneur","Porcelana, Venezuela",220,2008,"72%","Germany",3,"Criollo","Venezuela","Criollo"
"248","Coppeneur","Sambirano, Menava P.",196,2007,"72%","Germany",3,"Trinitario","Madagascar","Trinitario"
"249","Cravve","New Ireland",1283,2014,"70%","Australia",2.5,"Forastero","Papua New Guinea","Forastero"
"250","Cravve","Vanuatu, batch 2410",1335,2014,"83%","Australia",2.75,"Trinitario","Vanuatu","Trinitario"
"251","Cravve","Tanzania, batch a1",971,2012,"75%","Australia",3.25,"Forastero","Tanzania","Forastero"
"252","Cravve","Bahia, batch a1213",975,2012,"65%","Australia",3.25,"Trinitario","Brazil","Trinitario"
"253","Cravve","Namau Village, N. Taileva P., batch a2812",975,2012,"67%","Australia",3.25,"Trinitario","Fiji","Trinitario"
"254","Cravve","Vanuatu",975,2012,"64%","Australia",3.25,"Trinitario","Vanuatu","Trinitario"
"255","Cravve","Djual Island",975,2012,"75%","Australia",3.5,"Forastero","Papua New Guinea","Forastero"
"256","Creo","""heirloom"", Arriba Nacional",1736,2016,"85%","U.S.A.",3.25,"Forastero","Ecuador","Forastero"
"257","Creo","""heirloom"", Arriba Nacional",1736,2016,"73%","U.S.A.",3.75,"Forastero","Ecuador","Forastero"
"258","Damson","Robson Estate",1610,2015,"70%","U.K.",3,"Trinitario","Trinidad","Trinitario"
"259","Dandelion","Maya Mtn., Break Bar- Snark",1446,2015,"70%","U.S.A.",3,"Trinitario","Belize","Trinitario"
"260","Dandelion","Maya Mountain",1219,2014,"70%","U.S.A.",3.5,"Trinitario","Belize","Trinitario"
"261","Dandelion","Madagascar",654,2011,"70%","U.S.A.",3.25,"Trinitario","Madagascar","Trinitario"
"262","Danta","Chuao",987,2012,"75%","Guatemala",3,"Trinitario","Venezuela","Trinitario"
"263","Danta","Sambirano",987,2012,"70%","Guatemala",3.75,"Trinitario","Madagascar","Trinitario"
"264","Danta","Las Acacias E.",987,2012,"70%","Guatemala",4,"Criollo","Guatemala","Criollo"
"265","Danta","Las Acacias E.",423,2009,"75%","Guatemala",3,"Criollo","Guatemala","Criollo"
"266","Danta","Las Acacias E.",423,2009,"60%","Guatemala",3.25,"Criollo","Guatemala","Criollo"
"267","DAR","Vietnam",1920,2016,"72%","U.S.A.",3,"Trinitario","Vietnam","Trinitario"
"268","Dark Forest","Madagascar",1550,2015,"70%","U.S.A.",3,"Trinitario","Madagascar","Trinitario"
"269","Davis","Ghana",1093,2013,"70%","U.S.A.",2.5,"Forastero","Ghana","Forastero"
"270","Davis","West Africa",907,2012,"58%","U.S.A.",3.25,"Forastero","West Africa","Forastero"
"271","De Villiers","Bundibugyo District",1832,2016,"70%","South Africa",2.5,"Forastero","Uganda","Forastero"
"272","Dean and Deluca (Belcolade)","Madagascar",170,2007,"66%","U.S.A.",2.5,"Trinitario","Madagascar","Trinitario"
"273","Dean and Deluca (Belcolade)","Ghana",175,2007,"60%","U.S.A.",3,"Forastero","Ghana","Forastero"
"274","DeVries","Costa Rica",166,2007,"77%","U.S.A.",3.5,"Trinitario","Costa Rica","Trinitario"
"275","Dick Taylor","Tien Giang",1864,2016,"78%","U.S.A.",3.5,"Trinitario","Vietnam","Trinitario"
"276","Dick Taylor","Belize",955,2012,"72%","U.S.A.",2.75,"Trinitario","Belize","Trinitario"
"277","Dick Taylor","Sambirano",661,2011,"80%","U.S.A.",2.75,"Trinitario","Madagascar","Trinitario"
"278","Dick Taylor","Sambirano",661,2011,"72%","U.S.A.",3,"Trinitario","Madagascar","Trinitario"
"279","Dick Taylor","Mantuano",682,2011,"75%","U.S.A.",2.75,"Criollo","Venezuela","Criollo"
"280","Doble & Bignall","Puerto Cabello, Mantuano",1371,2014,"72%","U.K.",3.25,"Trinitario","Venezuela","Trinitario"
"281","Doble & Bignall","Johe",1407,2014,"72%","U.K.",3.5,"Criollo","Nicaragua","Criollo"
"282","Dolfin (Belcolade)","Africa",304,2008,"88%","Belgium",3,"Forastero","West Africa","Forastero"
"283","Domori","Ocumare 77",1672,2015,"70%","Italy",3.75,"Criollo","Venezuela","Criollo"
"284","Domori","IL100, H. San Jose",1109,2013,"100%","Italy",3,"Criollo","Venezuela","Criollo"
"285","Domori","Guasare",863,2012,"70%","Italy",3.75,"Criollo","Venezuela","Criollo"
"286","Domori","Canoabo, Hacienda San Jose",693,2011,"70%","Italy",3.5,"Criollo","Venezuela","Criollo"
"287","Domori","Chuao, Hacienda San Jose",470,2010,"70%","Italy",3,"Trinitario","Venezuela","Trinitario"
"288","Domori","Carupano, H. San Jose",227,2008,"70%","Italy",3,"Trinitario","Venezuela","Trinitario"
"289","Domori","Blend No. 1",272,2008,"78%","Italy",3.5,"Blend"," ","Blend"
"290","Domori","Ilblend",272,2008,"70%","Italy",3.75,"Blend"," ","Blend"
"291","Domori","Porcelana",111,2007,"70%","Italy",4,"Criollo","Venezuela","Criollo"
"292","Domori","Ocumare 61, Puertomar",129,2007,"75%","Italy",3.25,"Criollo","Venezuela","Criollo"
"293","Domori","Granella",135,2007,"60%","Italy",3.25,"Trinitario","Venezuela","Trinitario"
"294","Domori","Madagascar",135,2007,"70%","Italy",3.5,"Trinitario","Madagascar","Trinitario"
"295","Domori","Madagared",192,2007,"70%","Italy",3.5,"Criollo","Madagascar","Criollo"
"296","Domori","Java, Javablond",192,2007,"70%","Italy",3.75,"Criollo","Indonesia","Criollo"
"297","Domori","Ecuador",192,2007,"70%","Italy",4,"Forastero","Ecuador","Forastero"
"298","Domori","Ocumare 67, Puertofino",192,2007,"70%","Italy",4,"Criollo","Venezuela","Criollo"
"299","Domori","Sur del Lago Classificado",87,2006,"70%","Italy",3,"Trinitario","Venezuela","Trinitario"
"300","Domori","Apurimac",87,2006,"70%","Italy",3.25,"Trinitario","Peru","Trinitario"
"301","Domori","Carenero Superior",87,2006,"70%","Italy",3.5,"Trinitario","Venezuela","Trinitario"
"302","Dormouse","Non Pariel Estate",1880,2016,"75%","U.K.",2.75,"Trinitario","Grenada","Trinitario"
"303","Dormouse","Rio Caribe, Batch 7",1672,2015,"70%","U.K.",2.5,"Trinitario","Venezuela","Trinitario"
"304","Dormouse","Colombia, Batch 9",1676,2015,"80%","U.K.",2.75,"Criollo","Colombia","Criollo"
"305","Dormouse","Madagascar, Batch 8",1676,2015,"77%","U.K.",2.75,"Criollo","Madagascar","Criollo"
"306","Duffy's","Rio Dulce, Xoco",1662,2015,"70%","U.K.",4,"Criollo","Guatemala","Criollo"
"307","Duffy's","Chuno, Xoco",1331,2014,"70%","U.K.",3.5,"Criollo","Nicaragua","Criollo"
"308","Duffy's","Rico Rugoso, Xoco",1331,2014,"76%","U.K.",3.75,"Criollo","Nicaragua","Criollo"
"309","Duffy's","Indio Rojo, Xoco",623,2011,"72%","U.K.",3.75,"Criollo","Honduras","Criollo"
"310","Duffy's","Nicaliso, Xoco",697,2011,"71%","U.K.",3.25,"Criollo","Nicaragua","Criollo"
"311","Durand","Madagascar",841,2012,"82%","France",2.75,"Trinitario","Madagascar","Trinitario"
"312","Durci","Maranon, Joya Rara",1626,2015,"70%","U.S.A.",3.5,"Forastero","Peru","Forastero"
"313","Durci","Rio Caribe, Tepui Treasure",1626,2015,"70%","U.S.A.",3.5,"Trinitario","Venezuela","Trinitario"
"314","Durci","Carenero, Empyrean Sabor",1630,2015,"70%","U.S.A.",3.25,"Trinitario","Venezuela","Trinitario"
"315","East Van Roasters","Madagascar",1343,2014,"70%","Canada",3.5,"Trinitario","Madagascar","Trinitario"
"316","Eclat (Felchlin)","Maranon, Good & Evil, w/ nibs",919,2012,"72%","U.S.A.",2.75,"Forastero","Peru","Forastero"
"317","Edelmond","Porcelana",1876,2016,"68%","Germany",3,"Criollo","Venezuela","Criollo"
"318","El Rey","Rio Caribe, Cariaco",439,2009,"60.5%","Venezuela",2.75,"Trinitario","Venezuela","Trinitario"
"319","El Rey","Rio Caribe, Macuro",439,2009,"70%","Venezuela",3,"Trinitario","Venezuela","Trinitario"
"320","El Rey","Carenero Superior, Apamate",206,2008,"74%","Venezuela",2.5,"Criollo","Venezuela","Criollo"
"321","El Rey","Carenero Superior, Bucare",206,2008,"58%","Venezuela",2.5,"Criollo","Venezuela","Criollo"
"322","El Rey","Carenero Superior, Mijao",206,2008,"61%","Venezuela",3,"Criollo","Venezuela","Criollo"
"323","El Rey","Carenero Superior, Gran Saman",32,2006,"70%","Venezuela",2.75,"Criollo","Venezuela","Criollo"
"324","Emily's","Peru",1454,2015,"78%","Japan",3.5,"Criollo","Peru","Criollo"
"325","Enric Rovira (Claudio Corallo)","Terreiro Velho P.",565,2010,"80%","Spain",3.25,"Forastero","Sao Tome & Principe","Forastero"
"326","Erithaj (A. Morin)","Ben Tre",1205,2014,"70%","France",3.25,"Trinitario","Vietnam","Trinitario"
"327","Erithaj (A. Morin)","Ham Luong",1209,2014,"80%","France",3,"Trinitario","Vietnam","Trinitario"
"328","Erithaj (A. Morin)","Ba Lai",1209,2014,"74%","France",3.25,"Trinitario","Vietnam","Trinitario"
"329","Escazu","Rio Caribe",903,2012,"70%","U.S.A.",2.75,"Trinitario","Venezuela","Trinitario"
"330","Escazu","Carenero Superior",423,2009,"81%","U.S.A.",3.5,"Criollo","Venezuela","Criollo"
"331","Escazu","Ocumare",252,2008,"72%","U.S.A.",3,"Criollo","Venezuela","Criollo"
"332","Ethel's Artisan (Mars)","Trinidad",666,2011,"55%","U.S.A.",2.5,"Trinitario","Trinidad","Trinitario"
"333","Ethel's Artisan (Mars)","Porcelana",666,2011,"70%","U.S.A.",2.5,"Criollo","Venezuela","Criollo"
"334","Ethereal","Belize",1275,2014,"80%","U.S.A.",3,"Trinitario","Belize","Trinitario"
"335","Feitoria Cacao","Maya Mountain",1736,2016,"76%","Portugal",2.75,"Trinitario","Belize","Trinitario"
"336","Felchlin","Grenada",494,2010,"58%","Switzerland",3.5,"Trinitario","Grenada","Trinitario"
"337","Felchlin","Elvesia P.",105,2006,"74%","Switzerland",3,"Trinitario","Dominican Republic","Trinitario"
"338","Felchlin","Madagascar, Grand Cru",48,2006,"64%","Switzerland",3,"Criollo","Madagascar","Criollo"
"339","Felchlin","Maracaibo Clasificado",48,2006,"65%","Switzerland",3,"Criollo","Venezuela","Criollo"
"340","Felchlin","Arriba",48,2006,"72%","Switzerland",3.5,"Forastero","Ecuador","Forastero"
"341","Felchlin","Alto Beni, Cru Savage",56,2006,"68%","Switzerland",4,"Criollo","Bolivia","Criollo"
"342","Forever Cacao","Rio Eni",1267,2014,"72%","U.K.",2.75,"Criollo","Peru","Criollo"
"343","Fossa","Kokoa Kamili Coop, Kilombero",1776,2016,"67%","Singapore",3.75,"Trinitario","Tanzania","Trinitario"
"344","Frederic Blondeel","Vietnam",1542,2015,"80%","Belgium",3,"Trinitario","Vietnam","Trinitario"
"345","Frederic Blondeel","Ghana",1351,2014,"60%","Belgium",3.5,"Forastero","Ghana","Forastero"
"346","Frederic Blondeel","Madagascar",1351,2014,"65%","Belgium",3.5,"Trinitario","Madagascar","Trinitario"
"347","French Broad","Tumbes Coop",883,2012,"70%","U.S.A.",2.5,"Criollo","Peru","Criollo"
"348","French Broad","Maranon Canyon, Fortunato No. 4",781,2011,"70%","U.S.A.",3.5,"Forastero","Peru","Forastero"
"349","Fresco","Maranon, #228, MR, SC",1383,2014,"70%","U.S.A.",3,"Forastero","Peru","Forastero"
"350","Fresco","Maranon, #227, LR, MC",1383,2014,"70%","U.S.A.",3.5,"Forastero","Peru","Forastero"
"351","Fresco","Maranon, #229, MR, LC",1383,2014,"70%","U.S.A.",3.5,"Forastero","Peru","Forastero"
"352","Fresco","Maranon, #230, DR, LC",1387,2014,"70%","U.S.A.",3.5,"Forastero","Peru","Forastero"
"353","Fresco","Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,"70%","U.S.A.",4,"Trinitario","Peru","Trinitario"
"354","Fresco","Sambirano Valley, #216, MR, LC",915,2012,"74%","U.S.A.",4,"Trinitario","Madagascar","Trinitario"
"355","Fresco","Markham Valley, #220, MR, MC",927,2012,"69%","U.S.A.",4,"Trinitario","Papua New Guinea","Trinitario"
"356","Fresco","Markham Valley, #222, LR, 0C",931,2012,"69%","U.S.A.",3,"Trinitario","Papua New Guinea","Trinitario"
"357","Fresco","Ghana, #211, MR, MC",636,2011,"74%","U.S.A.",2.75,"Forastero","Ghana","Forastero"
"358","Fresco","Jamaica, #209, DR, SC",642,2011,"70%","U.S.A.",3.25,"Trinitario","Jamaica","Trinitario"
"359","Fresco","Jamaica, #210, DR, MC",642,2011,"70%","U.S.A.",3.5,"Trinitario","Jamaica","Trinitario"
"360","Fresco","Sambirano Valley, #214, LR, MC",682,2011,"74%","U.S.A.",2.75,"Trinitario","Madagascar","Trinitario"
"361","Fresco","Sambirano Valley, #215, MR, MC",688,2011,"74%","U.S.A.",3,"Trinitario","Madagascar","Trinitario"
"362","Fresco","Chuao, #218, MR, MC",745,2011,"76%","U.S.A.",3.25,"Trinitario","Venezuela","Trinitario"
"363","Fresco","Chuao, #217, DR, MC",745,2011,"70%","U.S.A.",4,"Trinitario","Venezuela","Trinitario"
"364","Fresco","Jamaica, #204, DR, SC",370,2009,"80%","U.S.A.",2.75,"Trinitario","Jamaica","Trinitario"
"365","Fresco","Jamaica, #206, DR, LC",370,2009,"70%","U.S.A.",3,"Trinitario","Jamaica","Trinitario"
"366","Fresco","Jamaica, #205, DR, MC",370,2009,"70%","U.S.A.",3.25,"Trinitario","Jamaica","Trinitario"
"367","Fresco","Carenero Superior, #203, MR, SC",370,2009,"65%","U.S.A.",3.5,"Criollo","Venezuela","Criollo"
"368","Friis Holm (Bonnat)","Chuno, triple turned, Xoco",895,2012,"70%","Denmark",3.25,"Criollo","Nicaragua","Criollo"
"369","Friis Holm (Bonnat)","Red Mayan, Xoco",899,2012,"70%","Denmark",3.25,"Criollo","Honduras","Criollo"
"370","Friis Holm (Bonnat)","Chuno, double turned, Xoco",899,2012,"70%","Denmark",3.25,"Criollo","Nicaragua","Criollo"
"371","Friis Holm (Bonnat)","Johe, Xoco",623,2011,"70%","Denmark",3.25,"Criollo","Nicaragua","Criollo"
"372","Friis Holm (Bonnat)","Chuno, Xoco",623,2011,"70%","Denmark",3.5,"Criollo","Nicaragua","Criollo"
"373","Friis Holm (Bonnat)","Nicaliso, Xoco",623,2011,"70%","Denmark",3.5,"Criollo","Nicaragua","Criollo"
"374","Fruition","Wild Bolivian, Batch 2",1780,2016,"74%","U.S.A.",3.75,"Beniano","Bolivia","Beniano"
"375","Fruition","Coto Brus, Heirloom, Batch 1",1780,2016,"74%","U.S.A.",4,"Amazon","Costa Rica","Amazon"
"376","Fruition","Gran Couva",1347,2014,"70%","U.S.A.",3.75,"Trinitario","Trinidad","Trinitario"
"377","Fruition","Maranon",1359,2014,"76%","U.S.A.",3,"Forastero","Peru","Forastero"
"378","Fruition","Signature Blend",753,2011,"66%","U.S.A.",3.25,"Trinitario","Costa Rica","Trinitario"
"379","Garden Island","Kaua'I, Alea Estate +world",1367,2014,"85%","U.S.A.",2.5,"Blend","Hawaii","Blend"
"380","Georgia Ramon","Akesson P.",1642,2015,"65%","Germany",3.25,"Trinitario","Madagascar","Trinitario"
"381","Georgia Ramon","ABOCFA Coop",1642,2015,"70%","Germany",4,"Forastero","Ghana","Forastero"
"382","Georgia Ramon","Conacado Coop",1646,2015,"70%","Germany",3.5,"Trinitario","Domincan Republic","Trinitario"
"383","Georgia Ramon","Conacado Coop",1646,2015,"80%","Germany",3.5,"Trinitario","Domincan Republic","Trinitario"
"384","Georgia Ramon","Akesson P.",1646,2015,"75%","Germany",3.5,"Trinitario","Madagascar","Trinitario"
"385","Glennmade","Bahia",1672,2015,"66%","U.S.A.",3,"Trinitario","Brazil","Trinitario"
"386","Grand Place","Ben Tre, Dong Nai",741,2011,"72%","Vietnam",3,"Trinitario","Vietnam","Trinitario"
"387","Grenada Chocolate Co.","Grenada",494,2010,"82%","Grenada",3.25,"Trinitario","Grenada","Trinitario"
"388","Grenada Chocolate Co.","Grenada",363,2009,"60%","Grenada",2.75,"Trinitario","Grenada","Trinitario"
"389","Grenada Chocolate Co.","Grenada",241,2008,"71%","Grenada",2.5,"Trinitario","Grenada","Trinitario"
"390","Guido Castagna","Arriba",355,2009,"64%","Italy",3,"Forastero","Ecuador","Forastero"
"391","Guido Castagna","Ghana",355,2009,"64%","Italy",3,"Forastero","Ghana","Forastero"
"392","Guittard","Jamaica",1053,2013,"65%","U.S.A.",3.25,"Trinitario","Jamaica","Trinitario"
"393","Guittard","Trinidad",552,2010,"65%","U.S.A.",3,"Trinitario","Trinidad","Trinitario"
"394","Guittard","Complexite",387,2009,"70%","U.S.A.",3.5,"Blend"," ","Blend"
"395","Guittard","Quetzalcoatl",147,2007,"72%","U.S.A.",3.5,"Blend"," ","Blend"
"396","Guittard","Chucuri",15,2006,"65%","U.S.A.",3,"Trinitario","Colombia","Trinitario"
"397","Guittard","Sur del Lago",87,2006,"65%","U.S.A.",2.5,"Trinitario","Venezuela","Trinitario"
"398","Guittard","Sambirano, Ambanja",87,2006,"65%","U.S.A.",3.5,"Criollo","Madagascar","Criollo"
"399","Guittard","Los Rios, Quevedo",93,2006,"65%","U.S.A.",3.5,"Forastero","Ecuador","Forastero"
"400","Guittard","Tsaranta",93,2006,"61%","U.S.A.",3.5,"Blend"," ","Blend"
"401","Guittard","Semisweet",99,2006,"61%","U.S.A.",3,"Blend"," ","Blend"
"402","Habitual","Trinitario",1197,2014,"70%","Canada",3.5,"Trinitario"," ","Trinitario"
"403","Hachez","Arriba",166,2007,"77%","Germany",2.5,"Forastero","Ecuador","Forastero"
"404","Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,"55%","Ecuador",2.75,"Trinitario","Ecuador","Trinitario"
"405","Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,"70%","Ecuador",3,"Trinitario","Ecuador","Trinitario"
"406","Heirloom Cacao Preservation (Brasstown)","Maya Mtn, Moho R., Toledo D., 2015",1748,2016,"70%","U.S.A.",3.25,"Amazon","Belize","Amazon"
"407","Heirloom Cacao Preservation (Fruition)","Cota Brus, Terciopelo, 2015",1748,2016,"74%","U.S.A.",3.5,"Amazon","Costa Rica","Amazon"
"408","Heirloom Cacao Preservation (Guittard)","Alto Beni, Upper Rio Beni, 2014",1239,2014,"67%","U.S.A.",3.5,"Amazon","Bolivia","Amazon"
"409","Heirloom Cacao Preservation (Guittard)","Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,"67%","U.S.A.",3,"Beniano","Bolivia","Beniano"
"410","Heirloom Cacao Preservation (Guittard)","Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,"67%","U.S.A.",3.75,"EET","Ecuador","EET"
"411","Heirloom Cacao Preservation (Millcreek)","Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,"70%","U.S.A.",3.5,"EET","Ecuador","EET"
"412","Heirloom Cacao Preservation (Mindo)","Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,"77%","U.S.A.",3.5,"EET","Ecuador","EET"
"413","Heirloom Cacao Preservation (Zokoko)","Alto Beni, Upper Rio Beni, 2015",1744,2016,"68%","U.S.A.",3.75,"Amazon","Bolivia","Amazon"
"414","Heirloom Cacao Preservation (Zokoko)","Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,"72%","U.S.A.",4,"Beniano","Bolivia","Beniano"
"415","hello cocoa","Uganda",1458,2015,"57%","U.S.A.",2.75,"Forastero","Uganda","Forastero"
"416","hello cocoa","Venezuela",1462,2015,"74%","U.S.A.",3.5,"Criollo","Venezuela","Criollo"
"417","hexx","Madagascar",1546,2015,"74%","U.S.A.",3,"Trinitario","Madagascar","Trinitario"
"418","Hogarth","Akesson's Estate",1712,2016,"70%","New Zealand",2.75,"Trinitario","Madagascar","Trinitario"
"419","Hogarth","Carenero Superior",1712,2016,"72%","New Zealand",2.75,"Trinitario","Venezuela","Trinitario"
"420","Hogarth","Conacado",1712,2016,"75%","New Zealand",3.25,"Trinitario","Domincan Republic","Trinitario"
"421","Hogarth","Gran Blanco",1712,2016,"66%","New Zealand",3.5,"Criollo","Peru","Criollo"
"422","Hoja Verde (Tulicorp)","Arriba",414,2009,"80%","Ecuador",2,"Forastero","Ecuador","Forastero"
"423","Hoja Verde (Tulicorp)","Manabi",414,2009,"80%","Ecuador",2.5,"Forastero","Ecuador","Forastero"
"424","Hoja Verde (Tulicorp)","Arriba",414,2009,"72%","Ecuador",3,"Forastero","Ecuador","Forastero"
"425","Hoja Verde (Tulicorp)","Arriba",414,2009,"58%","Ecuador",3.25,"Forastero","Ecuador","Forastero"
"426","Hoja Verde (Tulicorp)","Manabi",414,2009,"58%","Ecuador",3.5,"Forastero","Ecuador","Forastero"
"427","Holy Cacao","Sambirano",1466,2015,"70%","Israel",3.5,"Trinitario","Madagascar","Trinitario"
"428","Holy Cacao","Gran Couva",1466,2015,"70%","Israel",3.5,"Trinitario","Trinidad","Trinitario"
"429","Hotel Chocolat","Marcial, single Cote, 2012",1030,2013,"70%","U.K.",4,"Trinitario","St. Lucia","Trinitario"
"430","Hotel Chocolat","Island Growers, 2012, 120hr c.",1113,2013,"100%","U.K.",1.75,"Trinitario","St. Lucia","Trinitario"
"431","Hotel Chocolat (Coppeneur)","Trinidad",1038,2013,"75%","U.K.",3,"Trinitario","Trinidad","Trinitario"
"432","Hotel Chocolat (Coppeneur)","Mekong Delta & Dong Nai",1038,2013,"80%","U.K.",3.5,"Trinitario","Vietnam","Trinitario"
"433","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara",1065,2013,"90%","U.K.",3,"Forastero","Ecuador","Forastero"
"434","Hotel Chocolat (Coppeneur)","Somia Plantation, Akesson, 2012",1065,2013,"72%","U.K.",3,"Trinitario","Madagascar","Trinitario"
"435","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012",1065,2013,"82%","U.K.",3.5,"Forastero","Ecuador","Forastero"
"436","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012, 120hr c.",1113,2013,"100%","U.K.",2.5,"Forastero","Ecuador","Forastero"
"437","Hotel Chocolat (Coppeneur)","Sambirano",809,2012,"66%","U.K.",3.5,"Trinitario","Madagascar","Trinitario"
"438","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 96hr c.",623,2011,"80%","U.K.",3,"Forastero","Ecuador","Forastero"
"439","Hotel Chocolat (Coppeneur)","Island Growers, 120hr c.",623,2011,"65%","U.K.",3,"Trinitario","St. Lucia","Trinitario"
"440","Hotel Chocolat (Coppeneur)","Island Growers, 96hr c.",623,2011,"65%","U.K.",3.25,"Trinitario","St. Lucia","Trinitario"
"441","Hotel Chocolat (Coppeneur)","Chuao",600,2010,"70%","U.K.",2.75,"Trinitario","Venezuela","Trinitario"
"442","Hotel Chocolat (Coppeneur)","Uganda",296,2008,"80%","U.K.",2.5,"Forastero","Uganda","Forastero"
"443","Hotel Chocolat (Coppeneur)","Uba Budo",300,2008,"72%","U.K.",3,"Forastero","Sao Tome","Forastero"
"444","Hummingbird","Lam Dong",1542,2015,"70%","Canada",3.5,"Trinitario","Vietnam","Trinitario"
"445","Hummingbird","Bolivia",1307,2014,"70%","Canada",3,"Criollo","Bolivia","Criollo"
"446","Hummingbird","Bolivia, Bo-nib-ia, w/ nibs",1311,2014,"70%","Canada",3,"Criollo","Bolivia","Criollo"
"447","Hummingbird","Momotombo",1311,2014,"70%","Canada",3,"Trinitario","Nicaragua","Trinitario"
"448","Hummingbird","Hispaniola",1311,2014,"70%","Canada",3.75,"Trinitario","Dominican Republic","Trinitario"
"449","Hummingbird","Ocumare, Cumboto",1097,2013,"70%","Canada",3.25,"Trinitario","Venezuela","Trinitario"
"450","Hummingbird","Amazonas",1097,2013,"70%","Canada",3.75,"Forastero","Venezuela","Forastero"
"451","Idilio (Felchlin)","Chuao, Venezuela",1085,2013,"72%","Switzerland",3.75,"Trinitario","Venezuela","Trinitario"
"452","Idilio (Felchlin)","Coopertiva Amazona",725,2011,"72%","Switzerland",3.75,"Criollo","Venezuela","Criollo"
"453","Idilio (Felchlin)","Choroni, Finca Torres, 48hr c.",729,2011,"72%","Switzerland",3.25,"Criollo","Venezuela","Criollo"
"454","Idilio (Felchlin)","Ocumare, H. Cata, 48hr c.",733,2011,"72%","Switzerland",3.75,"Criollo","Venezuela","Criollo"
"455","Idilio (Felchlin)","Porcelana, Zulia",733,2011,"74%","Switzerland",4,"Criollo","Venezuela","Criollo"
